Person_ID,Gender,Age,Age_Group,Education,Occupation,Monthly_Income,Place
JMD00831,Female,28,Mid-aged,Educated,Employee,18378,Jamaldi
JMD00832,Male,39,Mid-aged,Uneducated,Farmer,14363,Jamaldi
JMD00833,Female,37,Mid-aged,Educated,Businessman,36534,Jamaldi
JMD00834,Female,14,Young,Educated,Employee,16504,Jamaldi
JMD00835,Male,52,Old,Educated,Farmer,23547,Jamaldi
JMD00836,Female,61,Old,Uneducated,Farmer,26188,Jamaldi
JMD00837,Male,11,Children,Educated,Student,0,Jamaldi
JMD00838,Female,2,Children,Educated,Student,0,Jamaldi
JMD00839,Female,44,Old,Uneducated,Businessman,20594,Jamaldi
JMD00840,Female,12,Children,Uneducated,Student,0,Jamaldi
JMD00841,Male,13,Young,Educated,Employee,15239,Jamaldi
JMD00842,Female,21,Young,Educated,Employee,15795,Jamaldi
JMD00843,Female,2,Children,Educated,Student,0,Jamaldi
JMD00844,Male,30,Mid-aged,Educated,Businessman,24410,Jamaldi
JMD00845,Female,44,Old,Uneducated,Businessman,23990,Jamaldi
JMD00846,Male,36,Mid-aged,Educated,Farmer,29426,Jamaldi
JMD00847,Female,26,Mid-aged,Uneducated,Businessman,32863,Jamaldi
JMD00848,Female,28,Mid-aged,Educated,Businessman,12235,Jamaldi
JMD00849,Female,27,Mid-aged,Educated,Farmer,10622,Jamaldi
JMD00850,Male,15,Young,Educated,Student,5962,Jamaldi
JMD00851,Male,32,Mid-aged,Uneducated,Employee,38487,Jamaldi
JMD00852,Female,12,Children,Uneducated,Student,0,Jamaldi
JMD00853,Male,15,Young,Educated,Employee,18999,Jamaldi
JMD00854,Male,14,Young,Educated,Student,14952,Jamaldi
JMD00855,Female,30,Mid-aged,Educated,Businessman,11632,Jamaldi
JMD00856,Male,23,Young,Educated,Student,4168,Jamaldi
JMD00857,Male,50,Old,Educated,Farmer,22865,Jamaldi
JMD00858,Female,15,Young,Uneducated,Student,14759,Jamaldi
JMD00859,Male,57,Old,Educated,Farmer,23071,Jamaldi
JMD00860,Male,1,Children,Educated,Student,0,Jamaldi
JMD00861,Male,21,Young,Educated,Employee,16471,Jamaldi
JMD00862,Female,30,Mid-aged,Educated,Farmer,12987,Jamaldi
JMD00863,Male,10,Children,Uneducated,Student,0,Jamaldi
JMD00864,Female,17,Young,Uneducated,Student,1500,Jamaldi
JMD00865,Male,6,Children,Educated,Student,0,Jamaldi
JMD00866,Female,40,Mid-aged,Educated,Farmer,26159,Jamaldi
JMD00867,Male,12,Children,Educated,Student,0,Jamaldi
JMD00868,Female,30,Mid-aged,Uneducated,Farmer,15704,Jamaldi
JMD00869,Male,25,Young,Uneducated,Student,15629,Jamaldi
JMD00870,Male,29,Mid-aged,Educated,Businessman,34003,Jamaldi
JMD00871,Male,24,Young,Uneducated,Student,1076,Jamaldi
JMD00872,Female,52,Old,Uneducated,Farmer,10510,Jamaldi
JMD00873,Male,5,Children,Uneducated,Student,0,Jamaldi
JMD00874,Female,20,Young,Educated,Employee,18069,Jamaldi
JMD00875,Female,34,Mid-aged,Uneducated,Businessman,28125,Jamaldi
JMD00876,Male,55,Old,Educated,Businessman,28267,Jamaldi
JMD00877,Male,16,Young,Uneducated,Student,10464,Jamaldi
JMD00878,Male,17,Young,Educated,Student,7664,Jamaldi
JMD00879,Female,52,Old,Uneducated,Businessman,22001,Jamaldi
JMD00880,Female,4,Children,Educated,Student,0,Jamaldi
JMD00881,Female,54,Old,Educated,Businessman,13405,Jamaldi
JMD00882,Female,23,Young,Uneducated,Student,13079,Jamaldi
JMD00883,Male,34,Mid-aged,Uneducated,Employee,33752,Jamaldi
JMD00884,Male,37,Mid-aged,Uneducated,Businessman,28225,Jamaldi
JMD00885,Male,26,Mid-aged,Uneducated,Employee,12028,Jamaldi
JMD00886,Male,16,Young,Uneducated,Employee,19916,Jamaldi
JMD00887,Male,21,Young,Uneducated,Employee,18029,Jamaldi
JMD00888,Female,19,Young,Educated,Student,6241,Jamaldi
JMD00889,Male,22,Young,Uneducated,Student,11467,Jamaldi
JMD00890,Male,24,Young,Educated,Employee,15048,Jamaldi
JMD00891,Male,40,Mid-aged,Uneducated,Businessman,10452,Jamaldi
JMD00892,Male,60,Old,Educated,Businessman,15120,Jamaldi
JMD00893,Female,1,Children,Uneducated,Student,0,Jamaldi
JMD00894,Male,30,Mid-aged,Educated,Businessman,19267,Jamaldi
JMD00895,Female,21,Young,Educated,Employee,16126,Jamaldi
JMD00896,Female,38,Mid-aged,Educated,Businessman,17284,Jamaldi
JMD00897,Female,29,Mid-aged,Uneducated,Employee,28451,Jamaldi
JMD00898,Female,19,Young,Uneducated,Student,9850,Jamaldi
JMD00899,Female,22,Young,Educated,Student,8590,Jamaldi
JMD00900,Female,14,Young,Educated,Employee,16097,Jamaldi
JMD00901,Male,0,Children,Uneducated,Student,0,Jamaldi
JMD00902,Male,22,Young,Educated,Employee,19253,Jamaldi
JMD00903,Female,51,Old,Educated,Farmer,22309,Jamaldi
JMD00904,Male,38,Mid-aged,Uneducated,Employee,29174,Jamaldi
JMD00905,Female,8,Children,Educated,Student,0,Jamaldi
JMD00906,Male,30,Mid-aged,Uneducated,Businessman,19389,Jamaldi
JMD00907,Male,60,Old,Educated,Businessman,19042,Jamaldi
JMD00908,Female,2,Children,Uneducated,Student,0,Jamaldi
JMD00909,Male,31,Mid-aged,Educated,Employee,38772,Jamaldi
JMD00910,Male,3,Children,Uneducated,Student,0,Jamaldi
JMD00911,Male,25,Young,Uneducated,Student,10855,Jamaldi
JMD00912,Male,42,Old,Educated,Businessman,17172,Jamaldi
JMD00913,Female,9,Children,Uneducated,Student,0,Jamaldi
JMD00914,Female,16,Young,Uneducated,Employee,18938,Jamaldi
JMD00915,Male,23,Young,Educated,Student,10238,Jamaldi
JMD00916,Male,14,Young,Educated,Student,12819,Jamaldi
JMD00917,Female,19,Young,Educated,Student,14682,Jamaldi
JMD00918,Female,38,Mid-aged,Educated,Farmer,16933,Jamaldi
JMD00919,Female,9,Children,Educated,Student,0,Jamaldi
JMD00920,Female,0,Children,Uneducated,Student,0,Jamaldi
JMD00921,Female,25,Young,Uneducated,Student,9119,Jamaldi
JMD00922,Female,46,Old,Uneducated,Businessman,21531,Jamaldi
JMD00923,Male,3,Children,Educated,Student,0,Jamaldi
JMD00924,Male,64,Old,Educated,Farmer,29992,Jamaldi
JMD00925,Male,29,Mid-aged,Educated,Businessman,28577,Jamaldi
JMD00926,Female,11,Children,Uneducated,Student,0,Jamaldi
JMD00927,Female,1,Children,Educated,Student,0,Jamaldi
JMD00928,Male,30,Mid-aged,Uneducated,Farmer,16218,Jamaldi
JMD00929,Male,12,Children,Educated,Student,0,Jamaldi
JMD00930,Female,10,Children,Educated,Student,0,Jamaldi
JMD00931,Female,25,Young,Educated,Employee,16478,Jamaldi
JMD00932,Female,26,Mid-aged,Educated,Employee,33288,Jamaldi
JMD00933,Male,17,Young,Educated,Employee,21447,Jamaldi
JMD00934,Male,37,Mid-aged,Uneducated,Farmer,29999,Jamaldi
JMD00935,Female,11,Children,Uneducated,Student,0,Jamaldi
JMD00936,Male,12,Children,Educated,Student,0,Jamaldi
JMD00937,Male,14,Young,Uneducated,Employee,15549,Jamaldi
JMD00938,Female,13,Young,Educated,Student,9560,Jamaldi
JMD00939,Male,52,Old,Educated,Farmer,26080,Jamaldi
JMD00940,Female,46,Old,Educated,Businessman,21991,Jamaldi
JMD00941,Male,43,Old,Educated,Farmer,11913,Jamaldi
JMD00942,Female,32,Mid-aged,Educated,Businessman,18597,Jamaldi
JMD00943,Female,50,Old,Uneducated,Farmer,23493,Jamaldi
JMD00944,Male,17,Young,Educated,Student,432,Jamaldi
JMD00945,Male,32,Mid-aged,Educated,Employee,34524,Jamaldi
JMD00946,Male,30,Mid-aged,Uneducated,Businessman,28866,Jamaldi
JMD00947,Female,34,Mid-aged,Educated,Businessman,23341,Jamaldi
JMD00948,Male,13,Young,Educated,Student,9911,Jamaldi
JMD00949,Female,35,Mid-aged,Educated,Farmer,29220,Jamaldi
JMD00950,Female,1,Children,Uneducated,Student,0,Jamaldi
JMD00951,Male,20,Young,Educated,Student,2515,Jamaldi
JMD00952,Female,21,Young,Educated,Student,10824,Jamaldi
JMD00953,Male,8,Children,Uneducated,Student,0,Jamaldi
JMD00954,Male,19,Young,Uneducated,Employee,17181,Jamaldi
JMD00955,Male,46,Old,Educated,Businessman,13344,Jamaldi
JMD00956,Male,3,Children,Educated,Student,0,Jamaldi
JMD00957,Male,29,Mid-aged,Educated,Farmer,28352,Jamaldi
JMD00958,Female,16,Young,Uneducated,Employee,21051,Jamaldi
JMD00959,Male,12,Children,Educated,Student,0,Jamaldi
JMD00960,Female,44,Old,Educated,Businessman,17178,Jamaldi
JMD00961,Male,21,Young,Uneducated,Student,1822,Jamaldi
JMD00962,Male,27,Mid-aged,Educated,Employee,21988,Jamaldi
JMD00963,Female,5,Children,Educated,Student,0,Jamaldi
JMD00964,Male,28,Mid-aged,Uneducated,Employee,17408,Jamaldi
JMD00965,Female,6,Children,Uneducated,Student,0,Jamaldi
JMD00966,Male,51,Old,Educated,Farmer,10010,Jamaldi
JMD00967,Female,5,Children,Educated,Student,0,Jamaldi
JMD00968,Female,11,Children,Uneducated,Student,0,Jamaldi
JMD00969,Male,2,Children,Educated,Student,0,Jamaldi
JMD00970,Male,28,Mid-aged,Educated,Businessman,16224,Jamaldi
JMD00971,Male,58,Old,Uneducated,Businessman,27588,Jamaldi
JMD00972,Male,26,Mid-aged,Uneducated,Businessman,14772,Jamaldi
JMD00973,Female,9,Children,Uneducated,Student,0,Jamaldi
JMD00974,Male,2,Children,Educated,Student,0,Jamaldi
JMD00975,Male,34,Mid-aged,Uneducated,Farmer,13722,Jamaldi
JMD00976,Female,18,Young,Educated,Employee,16232,Jamaldi
JMD00977,Female,7,Children,Uneducated,Student,0,Jamaldi
JMD00978,Female,33,Mid-aged,Uneducated,Farmer,37616,Jamaldi
JMD00979,Male,54,Old,Uneducated,Farmer,14454,Jamaldi
JMD00980,Male,25,Young,Educated,Student,11132,Jamaldi
JMD00981,Female,7,Children,Uneducated,Student,0,Jamaldi
JMD00982,Female,32,Mid-aged,Uneducated,Farmer,35504,Jamaldi
JMD00983,Male,30,Mid-aged,Educated,Farmer,30023,Jamaldi
JMD00984,Female,18,Young,Uneducated,Student,17914,Jamaldi
JMD00985,Male,16,Young,Educated,Student,12109,Jamaldi
JMD00986,Female,49,Old,Educated,Farmer,20628,Jamaldi
JMD00987,Female,10,Children,Educated,Student,0,Jamaldi
JMD00988,Male,28,Mid-aged,Uneducated,Businessman,18864,Jamaldi
JMD00989,Male,28,Mid-aged,Educated,Businessman,30664,Jamaldi
JMD00990,Male,14,Young,Uneducated,Employee,15473,Jamaldi
JMD00991,Female,26,Mid-aged,Educated,Employee,23557,Jamaldi
JMD00992,Male,58,Old,Uneducated,Farmer,16053,Jamaldi
JMD00993,Female,24,Young,Educated,Student,8690,Jamaldi
JMD00994,Female,0,Children,Uneducated,Student,0,Jamaldi
JMD00995,Female,14,Young,Educated,Student,6136,Jamaldi
JMD00996,Female,12,Children,Educated,Student,0,Jamaldi
JMD00997,Female,30,Mid-aged,Uneducated,Employee,11789,Jamaldi
JMD00998,Female,11,Children,Uneducated,Student,0,Jamaldi
JMD00999,Male,29,Mid-aged,Uneducated,Farmer,27802,Jamaldi
JMD01000,Female,15,Young,Educated,Student,6654,Jamaldi
